# x_m,y_m,w_tr_right_m,w_tr_left_m,yaw
21.583,-321.369,3.399,8.428,2.17988348570264
21.011,-320.549,3.376,8.45,2.150481961039162
20.463,-319.712,3.347,8.485,2.1199619597324553
19.941,-318.859,3.316,8.513,2.088578185407595
19.446,-317.99,3.295,8.543,2.057695558606159
18.978,-317.106,3.263,8.584,2.0245964474967577
18.54,-316.208,3.234,8.641,1.9919639138855272
18.131,-315.295,3.209,8.892,1.9574318990710091
17.754,-314.369,3.18,8.854,1.9219594659270016
17.41,-313.43,3.145,8.771,1.887168888118539
17.099,-312.48,3.098,8.788,1.8514308256720402
16.822,-311.519,3.04,8.796,1.8140780218537118
16.581,-310.548,2.957,8.816,1.7752533620517614
16.378,-309.569,2.875,8.875,1.7375891987160605
16.212,-308.583,2.789,8.945,1.6981278721442243
16.085,-307.591,2.694,9.033,1.6569280797567192
15.999,-306.595,2.608,9.128,1.616809871313196
15.953,-305.596,2.531,9.261,1.5747963054617677
15.949,-304.596,2.455,9.422,1.5327766184953875
15.987,-303.597,2.389,9.552,1.490727154322218
16.067,-302.6,2.333,9.623,1.4464413322481386
16.191,-301.608,2.295,9.649,1.404169332454561
16.357,-300.621,2.272,9.672,1.3603373770776583
16.564,-299.652,2.253,9.683,1.3170863793674044
16.815,-298.684,2.252,9.674,1.2753138663421522
17.106,-297.728,2.266,9.654,1.2313373137623183
17.439,-296.785,2.278,9.626,1.1917755567604604
17.809,-295.856,2.291,9.577,1.1496287397042662
18.218,-294.943,2.342,9.523,1.110726520059213
18.662,-294.047,2.397,9.486,1.0731269198357374
19.139,-293.169,2.47,9.445,1.0360322932204347
19.649,-292.308,2.567,9.394,1.0027633290453426
20.187,-291.465,2.667,9.321,0.9689211393176619
20.753,-290.641,2.79,9.219,0.9386924449441864
21.344,-289.834,2.923,9.088,0.9108934083052371
21.957,-289.044,3.099,8.925,0.8838703916582737
22.591,-288.271,3.312,8.728,0.8610860442517286
23.243,-287.512,3.582,8.508,0.8391706386610166
23.911,-286.768,3.874,8.272,0.820062262688247
24.593,-286.037,4.192,8.012,0.8037836445685919
25.287,-285.317,4.536,7.726,0.7896414194013328
25.991,-284.607,4.878,7.408,0.7769118041856907
26.704,-283.906,5.221,7.069,0.7677321568855451
27.424,-283.211,5.537,6.756,0.7606332345079403
28.148,-282.522,5.829,6.438,0.7557039237905222
28.876,-281.836,6.104,6.124,0.7521478605463888
29.606,-281.153,6.363,5.831,0.7521478605463913
30.336,-280.47,6.613,5.548,0.7542908036924492
31.065,-279.785,6.851,5.266,0.7571171625267394
31.792,-279.098,7.064,4.993,0.7641849386054209
32.514,-278.406,7.249,4.73,0.7712548349505259
33.231,-277.709,7.415,4.49,0.7811549073935538
33.941,-277.005,7.56,4.263,0.7924701812814502
34.643,-276.293,7.695,4.048,0.8066113881894661
35.335,-275.571,7.835,3.859,0.822889434089413
36.015,-274.838,7.977,3.696,0.8391706386610192
36.683,-274.094,8.103,3.564,0.857612794550135
37.337,-273.338,8.211,3.454,0.8781053925873121
37.976,-272.568,8.288,3.366,0.9008960713087499
38.597,-271.784,8.348,3.298,0.9230927212289284
39.2,-270.987,8.399,3.243,0.9472925519747728
39.784,-270.175,8.448,3.206,0.973917396041334
40.346,-269.348,8.48,3.184,1.0005400574962402
40.886,-268.506,8.501,3.15,1.027461382889538
41.403,-267.65,8.51,3.119,1.0566098742994907
41.895,-266.779,8.508,3.086,1.087017209663687
42.36,-265.894,8.497,3.065,1.116097024810877
42.799,-264.996,8.501,3.051,1.1473954295692206
43.21,-264.084,8.517,3.029,1.1778509329081184
43.593,-263.16,8.539,3.02,1.2110893272099557
43.945,-262.224,8.567,3.006,1.2427167429820403
44.267,-261.278,8.604,2.989,1.2756049906440046
44.558,-260.321,8.637,2.985,1.3078758451880947
44.818,-259.355,8.672,2.994,1.341824057895856
45.045,-258.381,8.711,3.001,1.3755580493407467
45.239,-257.4,8.73,3.005,1.4089387350790734
45.4,-256.414,8.74,3.009,1.4424730991091004
45.528,-255.422,8.733,3.013,1.4766975391232535
45.622,-254.426,8.729,3.022,1.5107483633675498
45.682,-253.428,8.721,3.025,1.5458015331759778
45.707,-252.428,8.725,3.032,1.5787961561347859
45.699,-251.428,8.721,3.039,1.6138128173484176
45.656,-250.429,8.717,3.038,1.6488719982907263
45.578,-249.432,8.713,3.038,1.68211667784507
45.467,-248.439,8.703,3.052,1.7172156795694675
45.321,-247.449,8.715,3.073,1.7519028466064428
45.141,-246.466,8.736,3.081,1.7864287349894765
44.927,-245.489,8.758,3.08,1.8213520417014128
44.679,-244.52,8.792,3.072,1.8545904360032233
44.399,-243.56,8.827,3.054,1.889069184177976
44.086,-242.61,8.86,3.03,1.9241818934196422
43.74,-241.672,8.869,3.013,1.9574318990710124
43.363,-240.746,8.87,2.996,1.9910513165943937
42.955,-239.833,8.867,2.984,2.025056638903894
42.516,-238.934,8.848,2.971,2.0581637477203647
42.048,-238.051,8.827,2.968,2.090810496378945
41.551,-237.183,8.802,2.964,2.1235651134884272
41.026,-236.332,8.762,2.964,2.1554711556049115
40.474,-235.498,8.716,2.969,2.1870932641909633
39.896,-234.682,8.675,2.994,2.2170985487102755
39.294,-233.884,8.638,3.043,2.247878088713033
38.667,-233.104,8.586,3.095,2.2775775825659044
38.018,-232.344,8.534,3.154,2.30598901530421
37.347,-231.602,8.48,3.232,2.3349812654003075
36.655,-230.88,8.414,3.322,2.361852138454384
35.944,-230.177,8.338,3.413,2.388030863619461
35.215,-229.493,8.255,3.512,2.4142029909513743
34.468,-228.828,8.163,3.613,2.439042036332981
33.705,-228.182,8.057,3.715,2.463105825967992
32.926,-227.554,7.949,3.825,2.4866897584462944
32.133,-226.945,7.836,3.919,2.509488771739092
31.326,-226.354,7.724,3.997,2.531112570680747
30.507,-225.781,7.618,4.08,2.5519256965165997
29.676,-225.225,7.511,4.146,2.5721783638846465
28.834,-224.686,7.415,4.199,2.5915745451313086
27.981,-224.163,7.33,4.248,2.6099192859861833
27.119,-223.656,7.252,4.312,2.6282770153907777
26.248,-223.165,7.182,4.362,2.6466353690021127
25.368,-222.69,7.124,4.408,2.6622863692622643
24.481,-222.229,7.077,4.462,2.6792867253581476
23.586,-221.783,7.038,4.517,2.694036637201476
22.684,-221.35,7.002,4.572,2.7101630778190393
21.776,-220.932,6.971,4.61,2.7248903928503934
20.861,-220.527,6.947,4.642,2.7388017045501494
19.941,-220.135,6.929,4.681,2.753652850858957
19.016,-219.757,6.914,4.72,2.7670264330805088
18.085,-219.391,6.9,4.744,2.7796611415864265
17.15,-219.037,6.892,4.762,2.792650826638898
16.21,-218.695,6.883,4.776,2.8062396480959655
15.266,-218.366,6.873,4.795,2.8192099880257535
14.317,-218.049,6.867,4.807,2.8305943729842413
13.365,-217.743,6.861,4.803,2.843240737586223
12.409,-217.449,6.857,4.796,2.8555976675829005
11.45,-217.167,6.854,4.783,2.8672748491409266
10.487,-216.896,6.852,4.771,2.8796376927845047
9.521,-216.637,6.851,4.759,2.8917584811580803
8.553,-216.39,6.848,4.744,2.9034034108720568
7.581,-216.154,6.847,4.73,2.914793805535913
6.606,-215.929,6.849,4.715,2.926937136649499
5.629,-215.716,6.858,4.702,2.939095097192976
4.65,-215.515,6.875,4.693,2.9504715212043995
3.668,-215.325,6.888,4.687,2.9626336079416085
2.684,-215.147,6.899,4.685,2.973813701129606
1.698,-214.98,6.915,4.687,2.9869664421250306
0.71,-214.826,6.936,4.688,2.998140390286134
-0.28,-214.683,6.956,4.691,3.010164939158075
-1.271,-214.552,6.978,4.695,3.022322571188577
-2.264,-214.433,6.998,4.698,3.0343596982764316
-3.258,-214.326,7.012,4.697,3.046498807572074
-4.254,-214.231,7.026,4.698,3.059448596042606
-5.25,-214.149,7.043,4.7,3.0705700282185777
-6.248,-214.078,7.057,4.696,3.083541717975378
-7.246,-214.02,7.068,4.693,3.0945802722141305
-8.245,-213.973,7.079,4.688,3.107605745843518
-9.245,-213.939,7.089,4.683,3.120574728027681
-10.244,-213.918,7.093,4.684,3.1325928965779695
-11.244,-213.909,7.094,4.687,-3.1385926625897302
-12.244,-213.912,7.093,4.693,-3.1255940187134588
-13.244,-213.928,7.086,4.7,-3.1126007791566965
-14.244,-213.957,7.081,4.706,-3.1005746320150305
-15.243,-213.998,7.07,4.714,-3.087537148785512
-16.241,-214.052,7.053,4.722,-3.074558971459613
-17.239,-214.119,7.037,4.733,-3.061523481117106
-18.236,-214.199,7.025,4.746,-3.047493865918156
-19.232,-214.293,7.008,4.763,-3.034359698276431
-20.226,-214.4,6.994,4.782,-3.0203374631257214
-21.219,-214.521,6.985,4.797,-3.0070567344283026
-22.209,-214.655,6.976,4.801,-2.991071466695583
-23.198,-214.805,6.979,4.791,-2.976936910739263
-24.185,-214.969,6.996,4.773,-2.961470601301755
-25.168,-215.148,7.025,4.749,-2.944393133729562
-26.149,-215.344,7.058,4.717,-2.928892166415708
-27.126,-215.555,7.097,4.682,-2.9106736700364957
-28.1,-215.784,7.155,4.636,-2.892974996336634
-29.069,-216.03,7.225,4.575,-2.8733228863243485
-30.033,-216.295,7.304,4.5,-2.853679226776077
-30.992,-216.579,7.39,4.413,-2.831851635565556
-31.945,-216.884,7.489,4.312,-2.8103487135124805
-32.89,-217.209,7.598,4.195,-2.786331561797066
-33.828,-217.557,7.718,4.065,-2.761272081008911
-34.756,-217.928,7.858,3.924,-2.7347326242092884
-35.675,-218.324,8.003,3.769,-2.707019623318284
-36.582,-218.745,8.164,3.598,-2.6770505904446886
-37.476,-219.193,8.341,3.42,-2.6444005850273293
-38.355,-219.67,8.53,3.244,-2.610781642788225
-39.217,-220.176,8.733,3.064,-2.574940105544013
-40.061,-220.713,8.943,2.876,-2.5361112530960064
-40.883,-221.282,9.153,2.679,-2.495892427989736
-41.682,-221.884,9.36,2.497,-2.4518504926254936
-42.453,-222.52,9.536,2.309,-2.404988002400099
-43.194,-223.192,9.707,2.119,-2.357608916406118
-43.902,-223.898,9.868,1.931,-2.3052471148550087
-44.572,-224.64,10.002,1.744,-2.2513175514620998
-45.201,-225.417,10.137,1.584,-2.1943001016150205
-45.785,-226.229,10.259,1.428,-2.13606927187503
-46.321,-227.074,10.389,1.301,-2.0742973746597033
-46.803,-227.949,10.502,1.199,-2.012980327213546
-47.231,-228.853,10.6,1.13,-1.9485187467343124
-47.6,-229.783,10.653,1.076,-1.8849568941153123
-47.909,-230.734,10.663,1.048,-1.8216001667513497
-48.157,-231.702,10.627,1.031,-1.7599535481173971
-48.345,-232.684,10.55,1.046,-1.7001109830927874
-48.474,-233.676,10.469,1.098,-1.6418899488291558
-48.545,-234.673,10.399,1.2,-1.5877946894121386
-48.562,-235.673,10.297,1.322,-1.5368094190486428
-48.528,-236.673,10.188,1.481,-1.4886522692477029
-48.446,-237.669,10.039,1.721,-1.4475569881630912
-48.323,-238.662,9.848,2.025,-1.4079510345794468
-48.161,-239.648,9.611,2.384,-1.3745772369904725
-47.966,-240.629,9.351,2.837,-1.3439974787410145
-47.741,-241.604,9.051,3.317,-1.3199924868384436
-47.493,-242.572,8.715,3.805,-1.298404003936769
-47.224,-243.535,8.336,4.347,-1.2819244954440479
-46.939,-244.494,7.949,4.908,-1.2702384231936783
-46.643,-245.449,7.515,5.482,-1.2620074239676389
-46.339,-246.402,7.046,6.045,-1.2585391580789136
-46.032,-247.353,6.553,6.593,-1.258846280611151
-45.725,-248.305,6.043,7.129,-1.2642152787575234
-45.423,-249.259,5.507,7.65,-1.273400335937959
-45.13,-250.215,4.964,8.155,-1.2857613744496368
-44.849,-251.174,4.441,8.619,-1.3047196547028563
-44.586,-252.139,3.917,9.052,-1.3275146317360815
-44.345,-253.11,3.406,9.451,-1.3529954362584766
-44.129,-254.086,2.931,9.786,-1.3857555020966685
-43.945,-255.069,2.507,10.064,-1.4222525025892963
-43.797,-256.058,2.142,10.275,-1.4635633714815377
-43.69,-257.052,1.839,10.438,-1.5097500282585155
-43.629,-258.05,1.556,10.569,-1.5597967704293603
-43.618,-259.05,1.34,10.729,-1.6138128173484187
-43.661,-260.049,1.169,10.876,-1.6719573669951302
-43.762,-261.044,1.056,10.957,-1.732492773965451
-43.923,-262.031,0.992,10.99,-1.7966211735084812
-44.147,-263.006,0.962,10.992,-1.86091186896342
-44.433,-263.964,0.998,10.983,-1.9264054150936212
-44.781,-264.901,1.059,10.93,-1.9910513165943937
-45.189,-265.814,1.187,10.849,-2.055460518926395
-45.655,-266.699,1.343,10.735,-2.1177337450547213
-46.175,-267.553,1.538,10.567,-2.1776698512262076
-46.745,-268.374,1.77,10.338,-2.2356984486004206
-47.362,-269.161,2.006,10.091,-2.2911306502159405
-48.022,-269.913,2.241,9.826,-2.342748732943172
-48.719,-270.629,2.473,9.551,-2.39295303139268
-49.452,-271.31,2.692,9.295,-2.439042036332981
-50.215,-271.956,2.883,9.07,-2.483092669644683
-51.006,-272.568,3.049,8.884,-2.5239013015616485
-51.821,-273.147,3.19,8.717,-2.564127652224567
-52.659,-273.693,3.309,8.589,-2.5996302092324495
-53.516,-274.209,3.418,8.464,-2.634980010591534
-54.39,-274.694,3.519,8.342,-2.6681063638504705
-55.28,-275.15,3.612,8.247,-2.6980765527193618
-56.183,-275.579,3.693,8.158,-2.7280373928016557
-57.099,-275.981,3.77,8.069,-2.755883796472674
-58.025,-276.357,3.847,7.986,-2.7818856540048595
-58.961,-276.709,3.919,7.91,-2.807512657592391
-59.906,-277.037,3.99,7.838,-2.8315467212559016
-60.858,-277.342,4.063,7.771,-2.854638175657832
-61.817,-277.625,4.134,7.709,-2.876742636467986
-62.783,-277.887,4.202,7.648,-2.8970991917833993
-63.753,-278.129,4.27,7.595,-2.916742244317254
-64.728,-278.352,4.336,7.551,-2.9371356183329
-65.707,-278.555,4.398,7.517,-2.955569152508508
-66.69,-278.74,4.455,7.49,-2.972659854718022
-67.675,-278.908,4.515,7.474,-2.9910714666956113
-68.664,-279.058,4.568,7.447,-3.0062000321418685
-69.655,-279.193,4.608,7.416,-3.02331548050751
-70.648,-279.311,4.647,7.39,-3.03844246736866
-71.643,-279.414,4.679,7.357,-3.053468074249158
-72.639,-279.502,4.707,7.315,-3.0675058345016533
-73.636,-279.576,4.732,7.27,-3.080546355053434
-74.634,-279.637,4.76,7.223,-3.0955791090715015
-75.633,-279.683,4.792,7.184,-3.1075717511467325
-76.632,-279.717,4.825,7.144,-3.119596201892765
-77.632,-279.739,4.856,7.093,-3.1325928965779695
-78.632,-279.748,4.886,7.044,3.139592656256444
-79.632,-279.746,4.92,6.989,3.127593568148957
-80.632,-279.732,4.959,6.942,3.1175972599979223
-81.632,-279.708,4.999,6.905,3.1065719426344853
-82.631,-279.673,5.04,6.872,3.0955791090715015
-83.63,-279.627,5.072,6.834,3.086593122633202
-84.629,-279.572,5.107,6.797,3.0775520885285763
-85.627,-279.508,5.147,6.761,3.06750583450171
-86.624,-279.434,5.184,6.726,3.05944859604255
-87.62,-279.352,5.215,6.696,3.0504801548512512
-88.616,-279.261,5.243,6.666,3.042421563003988
-89.611,-279.162,5.27,6.639,3.0334732179862245
-90.606,-279.054,5.298,6.614,3.0262956071168006
-91.599,-278.939,5.328,6.592,3.019223260801855
-92.591,-278.817,5.354,6.572,3.011286824255074
-93.583,-278.687,5.374,6.549,3.0042191757074845
-94.574,-278.55,5.391,6.529,2.9970070530367248
-95.563,-278.406,5.403,6.507,2.9900832289488384
-96.552,-278.255,5.414,6.484,2.98384637427759
-97.539,-278.098,5.422,6.458,2.976936910739262
-98.526,-277.934,5.424,6.432,2.970687460814075
-99.511,-277.764,5.422,6.415,2.9636178418715233
-100.495,-277.587,5.421,6.409,2.958700192827206
-101.479,-277.405,5.417,6.41,2.9514532911547557
-102.461,-277.216,5.406,6.417,2.9463543761356226
-103.442,-277.022,5.395,6.425,2.9390950971930345
-104.421,-276.821,5.383,6.433,2.93419938725717
-105.4,-276.615,5.369,6.443,2.9279144441903227
-106.377,-276.403,5.355,6.453,2.922815224314197
-107.353,-276.186,5.343,6.463,2.9167422443172573
-108.328,-275.963,5.332,6.471,2.9116468055846494
-109.302,-275.735,5.325,6.476,2.905347392871318
-110.274,-275.501,5.319,6.483,2.9002521019887024
-111.245,-275.262,5.312,6.485,2.894189752787717
-112.215,-275.017,5.307,6.476,2.8888509246772145
-113.183,-274.767,5.305,6.459,2.883759981007932
-114.15,-274.512,5.301,6.447,2.879378503841535
-115.115,-274.253,5.305,6.442,2.873587757855459
-116.08,-273.988,5.316,6.435,2.8682373300663775
-117.043,-273.718,5.329,6.418,2.8638428227079684
-118.004,-273.444,5.343,6.394,2.8580782758319407
-118.965,-273.164,5.356,6.371,2.854638175657832
-119.924,-272.881,5.37,6.349,2.8492732946335373
-120.881,-272.593,5.387,6.328,2.8454451027827785
-121.838,-272.301,5.408,6.302,2.8410347499885815
-122.793,-272.005,5.433,6.272,2.8359646350795487
-123.747,-271.704,5.458,6.248,2.8324996510271734
-124.699,-271.4,5.484,6.233,2.829642607406081
-125.651,-271.093,5.508,6.215,2.824269647744167
-126.601,-270.781,5.529,6.187,2.8220565846589496
-127.55,-270.467,5.551,6.161,2.8179445682637683
-128.498,-270.149,5.577,6.143,2.816049449868511
-129.446,-269.829,5.603,6.134,2.8116196406054703
-130.392,-269.505,5.629,6.124,2.809402744175784
-131.337,-269.179,5.652,6.109,2.80656854250903
-132.282,-268.85,5.669,6.093,2.8040206346515557
-133.225,-268.519,5.688,6.08,2.8021336405571975
-134.168,-268.186,5.709,6.073,2.798972264398236
-135.11,-267.85,5.729,6.061,2.7976938227535912
-136.051,-267.513,5.749,6.042,2.7958113054020455
-136.992,-267.174,5.766,6.031,2.793590617728596
-137.932,-266.833,5.78,6.026,2.791711677784126
-138.872,-266.49,5.795,6.015,2.7913687837518135
-139.811,-266.147,5.811,6.004,2.7891458245372633
-140.749,-265.802,5.825,5.992,2.787615586260638
-141.688,-265.455,5.844,5.98,2.786921761215971
-142.625,-265.108,5.862,5.975,2.7853947761456466
-143.563,-264.759,5.875,5.971,2.7850460227284706
-144.5,-264.41,5.884,5.961,2.7837589706299086
-145.436,-264.06,5.89,5.95,2.7831729015408624
-146.373,-263.709,5.893,5.944,2.7828219833192245
-147.309,-263.358,5.896,5.944,2.7809499836339513
-148.245,-263.005,5.9,5.943,2.781885654004862
-149.181,-262.653,5.901,5.94,2.7796611415863737
-150.116,-262.299,5.897,5.937,2.7805969020868244
-151.051,-261.946,5.892,5.934,2.7790806234816903
-151.987,-261.591,5.89,5.933,2.7796611415864265
-152.922,-261.237,5.889,5.932,2.7787260436736387
-153.857,-260.882,5.887,5.934,2.7783708003468917
-154.791,-260.527,5.881,5.933,2.7777916092786072
-155.726,-260.171,5.875,5.929,2.7777916092786072
-156.661,-259.815,5.875,5.929,2.777435618549403
-157.595,-259.459,5.878,5.933,2.777435618549403
-158.529,-259.103,5.881,5.931,2.7777916092786072
-159.464,-258.747,5.883,5.928,2.776501102968665
-160.398,-258.39,5.882,5.927,2.7765011029687177
-161.332,-258.033,5.881,5.921,2.776501102968665
-162.266,-257.676,5.881,5.914,2.7765011029687177
-163.2,-257.319,5.881,5.911,2.7755672545236405
-164.134,-256.961,5.882,5.908,2.776501102968675
-165.068,-256.604,5.879,5.905,2.7755672545236405
-166.002,-256.246,5.874,5.903,2.7755672545236667
-166.936,-255.888,5.87,5.901,2.7765011029686915
-167.87,-255.531,5.872,5.901,2.775209106265567
-168.803,-255.173,5.876,5.902,2.7755672545236405
-169.737,-254.815,5.878,5.899,2.7755672545236405
-170.671,-254.457,5.878,5.894,2.7742751828866354
-171.604,-254.098,5.879,5.894,2.7755672545236405
-172.538,-253.74,5.88,5.892,2.7755672545236405
-173.472,-253.382,5.88,5.886,2.775209106265567
-174.405,-253.024,5.884,5.886,2.774634074127141
-175.339,-252.665,5.891,5.894,2.775209106265567
-176.272,-252.307,5.9,5.903,2.7752091062656032
-177.205,-251.949,5.907,5.904,2.775924734732159
-178.14,-251.591,5.913,5.904,2.774275182886609
-179.073,-251.232,5.919,5.906,2.7755672545236405
-180.007,-250.874,5.926,5.908,2.775209106265567
-180.94,-250.516,5.934,5.908,2.774634074127168
-181.874,-250.157,5.94,5.905,2.7755672545236405
-182.808,-249.799,5.947,5.899,2.775209106265577
-183.741,-249.441,5.952,5.897,2.7755672545236405
-184.675,-249.083,5.95,5.899,2.7755672545236405
-185.609,-248.725,5.944,5.903,2.775209106265567
-186.542,-248.367,5.936,5.905,2.7755672545236405
-187.476,-248.009,5.928,5.903,2.7755672545236667
-188.41,-247.651,5.924,5.899,2.7755672545236405
-189.344,-247.293,5.918,5.899,2.775209106265567
-190.277,-246.935,5.907,5.905,2.7755672545236507
-191.211,-246.577,5.893,5.912,2.7755672545236405
-192.145,-246.219,5.881,5.911,2.7755672545236405
-193.079,-245.861,5.866,5.905,2.775209106265567
-194.012,-245.503,5.855,5.899,2.7755672545236667
-194.946,-245.145,5.856,5.897,2.7765011029686915
-195.88,-244.788,5.856,5.892,2.7755672545236405
-196.814,-244.43,5.856,5.887,2.7755672545236405
-197.748,-244.072,5.86,5.882,2.775209106265577
-198.681,-243.714,5.862,5.873,2.7765011029686915
-199.615,-243.357,5.863,5.861,2.7755672545236405
-200.549,-242.999,5.869,5.853,2.7755672545236405
-201.483,-242.641,5.878,5.855,2.7765011029686915
-202.417,-242.284,5.884,5.859,2.7755672545236405
-203.351,-241.926,5.886,5.858,2.7755672545236667
-204.285,-241.568,5.891,5.854,2.7761436994753463
-205.218,-241.211,5.9,5.852,2.7755672545236405
-206.152,-240.853,5.904,5.858,2.7765011029687017
-207.086,-240.496,5.899,5.868,2.7755672545236405
-208.02,-240.138,5.891,5.875,2.7765011029686915
-208.954,-239.781,5.885,5.875,2.7755672545236405
-209.888,-239.423,5.879,5.872,2.7765011029686915
-210.822,-239.066,5.874,5.875,2.7755672545236405
-211.756,-238.708,5.867,5.876,2.7765011029686915
-212.69,-238.351,5.857,5.874,2.7755672545236405
-213.624,-237.993,5.848,5.87,2.7765011029686915
-214.558,-237.636,5.842,5.865,2.7765011029686915
-215.492,-237.279,5.842,5.859,2.7755672545236405
-216.426,-236.921,5.842,5.856,2.7765011029687017
-217.36,-236.564,5.842,5.854,2.7765011029686915
-218.294,-236.207,5.85,5.851,2.7761436994753463
-219.227,-235.85,5.858,5.844,2.7755672545236405
-220.161,-235.492,5.859,5.839,2.7765011029686915
-221.095,-235.135,5.858,5.838,2.7755672545236405
-222.029,-234.777,5.861,5.837,2.7765011029686915
-222.963,-234.42,5.864,5.834,2.7765011029686915
-223.897,-234.063,5.859,5.834,2.7755672545236667
-224.831,-233.705,5.85,5.836,2.7765011029686915
-225.765,-233.348,5.846,5.839,2.7755672545236507
-226.699,-232.99,5.845,5.84,2.7765011029686915
-227.633,-232.633,5.843,5.838,2.7755672545236405
-228.567,-232.275,5.841,5.838,2.7765011029686915
-229.501,-231.918,5.833,5.843,2.7755672545236405
-230.435,-231.56,5.822,5.85,2.7765011029686915
-231.369,-231.203,5.818,5.854,2.7755672545236405
-232.303,-230.845,5.825,5.854,2.775209106265567
-233.236,-230.487,5.831,5.85,2.7765011029686915
-234.17,-230.13,5.826,5.847,2.7755672545236507
-235.104,-229.772,5.821,5.851,2.7755672545236405
-236.038,-229.414,5.824,5.858,2.7755672545236667
-236.972,-229.056,5.826,5.864,2.775209106265567
-237.905,-228.698,5.827,5.866,2.7755672545236405
-238.839,-228.34,5.832,5.864,2.7755672545236405
-239.773,-227.982,5.837,5.862,2.7755672545236405
-240.707,-227.624,5.842,5.867,2.775209106265567
-241.64,-227.266,5.851,5.876,2.7755672545236507
-242.574,-226.908,5.861,5.876,2.7755672545236667
-243.508,-226.55,5.868,5.871,2.775209106265567
-244.441,-226.192,5.872,5.873,2.7755672545236405
-245.375,-225.834,5.877,5.881,2.774634074127141
-246.309,-225.475,5.886,5.89,2.775209106265567
-247.242,-225.117,5.898,5.897,2.7755672545236405
-248.176,-224.759,5.91,5.901,2.7752091062656032
-249.109,-224.401,5.918,5.903,2.774634074127141
-250.043,-224.042,5.922,5.909,2.7755672545236405
-250.977,-223.684,5.927,5.916,2.7742751828865986
-251.91,-223.325,5.934,5.919,2.7755672545236667
-252.844,-222.967,5.939,5.92,2.7742751828865986
-253.777,-222.608,5.94,5.918,2.774275182886609
-254.71,-222.249,5.939,5.914,2.774634074127141
-255.644,-221.89,5.939,5.914,2.7742751828866252
-256.577,-221.531,5.938,5.919,2.7733419302459974
-257.51,-221.171,5.935,5.923,2.773341930246024
-258.443,-220.811,5.931,5.92,2.7733419302459974
-259.376,-220.451,5.928,5.92,2.7720483048526017
-260.308,-220.09,5.926,5.927,2.7714774407802647
-261.241,-219.728,5.919,5.939,2.7711156578658156
-262.173,-219.366,5.91,5.947,2.770183686094774
-263.105,-219.003,5.9,5.961,2.7688884588589873
-264.036,-218.639,5.886,5.98,2.767026433080504
-264.967,-218.273,5.868,5.992,2.765729630921516
-265.897,-217.906,5.85,5.998,2.7635012819998064
-266.826,-217.537,5.833,6.003,2.762571883555333
-267.755,-217.167,5.815,6.012,2.759415279146708
-268.683,-216.794,5.79,6.026,2.7571865747975512
-269.61,-216.419,5.765,6.042,2.7540310649100546
-270.536,-216.041,5.738,6.057,2.750495814012898
-271.46,-215.66,5.708,6.076,2.7464169481079095
-272.383,-215.275,5.681,6.101,2.7423431115900407
-273.305,-214.886,5.655,6.128,2.7365695475418286
-274.224,-214.492,5.622,6.17,2.732103500509042
-275.141,-214.094,5.582,6.22,2.7258046200734576
-276.056,-213.69,5.543,6.277,2.7181917563641407
-276.968,-213.279,5.495,6.347,2.7114895041506606
-277.877,-212.862,5.436,6.417,2.702548580053375
-278.782,-212.437,5.369,6.49,2.6945057506925214
-279.683,-212.005,5.298,6.565,2.6842005483363836
-280.581,-211.563,5.215,6.648,2.6734708015149833
-281.473,-211.112,5.123,6.743,2.661399148577048
-282.36,-210.65,5.013,6.845,2.648870465859674
-283.241,-210.177,4.901,6.954,2.636339703197301
-284.116,-209.693,4.779,7.078,2.620213569478102
-284.983,-209.195,4.645,7.222,2.6054590862736116
-285.843,-208.684,4.501,7.379,2.5874471794217944
-286.693,-208.158,4.354,7.535,2.5699547471594317
-287.534,-207.617,4.203,7.698,2.5497076513569286
-288.364,-207.059,4.049,7.85,2.530293294768035
-289.183,-206.485,3.896,8.016,2.5080912114831535
-289.989,-205.893,3.749,8.164,2.48589702734825
-290.782,-205.283,3.589,8.286,2.4610714289226134
-291.559,-204.654,3.439,8.377,2.4354606827636425
-292.32,-204.005,3.301,8.45,2.409298307596109
-293.063,-203.337,3.169,8.511,2.3816486802027437
-293.788,-202.648,3.055,8.573,2.3526609359944666
-294.493,-201.938,2.957,8.613,2.322944187341293
-295.176,-201.208,2.87,8.653,2.291130650215962
-295.836,-200.456,2.809,8.704,2.2591301817814093
-296.471,-199.684,2.766,8.765,2.2264919530364398
-297.081,-198.891,2.731,8.83,2.1926748548554165
-297.663,-198.079,2.716,8.903,2.157689975986942
-298.217,-197.246,2.713,8.98,2.122189323476672
-298.741,-196.394,2.718,9.044,2.086345334253869
-299.234,-195.524,2.73,9.1,2.0487542289988934
-299.694,-194.636,2.74,9.124,2.0120763021470753
-300.121,-193.732,2.762,9.133,1.9748998841313175
-300.514,-192.813,2.778,9.127,1.9368217258610496
-300.872,-191.879,2.797,9.11,1.8976069265567161
-301.193,-190.932,2.811,9.102,1.8587097536085928
-301.477,-189.973,2.805,9.095,1.8203832522318892
-301.724,-189.004,2.802,9.099,1.781330961842665
-301.933,-188.026,2.781,9.104,1.7417015195706125
-302.103,-187.041,2.762,9.105,1.7020930717432268
-302.234,-186.049,2.745,9.099,1.6629964864026932
-302.326,-185.054,2.738,9.095,1.623799688895955
