# x_m,y_m,w_tr_right_m,w_tr_left_m,yaw
-302.379,-184.055,2.719,9.068,1.5847954122357328
-302.393,-183.055,2.713,9.036,1.545801533175999
-302.368,-182.055,2.714,9.021,1.5066917042101127
-302.304,-181.058,2.711,9.013,1.46764614057382
-302.201,-180.063,2.72,9.018,1.429323540302717
-302.06,-179.073,2.735,9.043,1.3908533975624566
-301.881,-178.089,2.733,9.043,1.352995436258525
-301.665,-177.113,2.749,9.069,1.316760383805618
-301.416,-176.154,2.768,9.077,1.2797226373648722
-301.129,-175.196,2.778,9.086,1.2430388892253064
-300.807,-174.249,2.791,9.074,1.207929716878742
-300.452,-173.314,2.825,9.062,1.1733896272454754
-300.065,-172.392,2.865,9.038,1.1393667510241368
-299.647,-171.484,2.888,8.993,1.1067018902992753
-299.199,-170.589,2.932,8.94,1.0744835279416864
-298.723,-169.71,2.992,8.86,1.0427218783685226
-298.219,-168.846,3.047,8.762,1.0130454575305012
-297.69,-167.998,3.125,8.651,0.9839026776028515
-297.136,-167.165,3.219,8.535,0.9567102701502727
-296.56,-166.348,3.328,8.412,0.9300940911409098
-295.962,-165.546,3.441,8.292,0.9044900486466192
-295.344,-164.76,3.573,8.162,0.8802828366259376
-294.707,-163.989,3.724,8.031,0.8568567236235637
-294.052,-163.233,3.886,7.897,0.8349326806565838
-293.381,-162.492,4.046,7.785,0.8158204800519144
-292.696,-161.764,4.208,7.661,0.7952988299854035
-291.996,-161.05,4.379,7.544,0.7776244684001452
-291.283,-160.348,4.536,7.419,0.7599439733870702
-290.558,-159.659,4.687,7.311,0.7443447552670255
-289.823,-158.982,4.828,7.2,0.7295468968290205
-289.077,-158.315,4.953,7.089,0.7153499534746871
-288.322,-157.659,5.071,6.972,0.702550617256809
-287.559,-157.013,5.187,6.854,0.6911508476402122
-286.789,-156.376,5.286,6.758,0.6798923171995563
-286.011,-155.747,5.369,6.674,0.669900255486117
-285.227,-155.126,5.439,6.6,0.6599029184896944
-284.437,-154.513,5.506,6.525,0.6520991772550977
-283.642,-153.906,5.563,6.452,0.6441015891054274
-282.843,-153.306,5.609,6.386,0.6371024758640967
-282.039,-152.711,5.645,6.336,0.6307069248900127
-281.231,-152.121,5.684,6.288,0.6240880154608459
-280.42,-151.537,5.706,6.25,0.6185063151743757
-279.605,-150.957,5.728,6.215,0.6149031863863799
-278.788,-150.38,5.751,6.184,0.6090871589077791
-277.968,-149.808,5.763,6.154,0.6049125524375496
-277.145,-149.239,5.775,6.137,0.6010501695921167
-276.321,-148.674,5.787,6.125,0.5977056536130103
-275.494,-148.111,5.801,6.112,0.594101779372273
-274.665,-147.551,5.816,6.102,0.5910547583318299
-273.835,-146.994,5.824,6.091,0.5874476646478238
-273.003,-146.44,5.831,6.084,0.5846748288100031
-272.169,-145.888,5.832,6.077,0.5824548102569245
-271.334,-145.338,5.833,6.076,0.5788489063761535
-270.497,-144.791,5.829,6.073,0.5760819040271994
-269.658,-144.246,5.814,6.069,0.5730203728235611
-268.818,-143.704,5.796,6.072,0.5694142897051783
-267.976,-143.165,5.777,6.079,0.566652548045784
-267.132,-142.628,5.755,6.091,0.5630493813274922
-266.286,-142.094,5.727,6.105,0.5599777472984442
-265.439,-141.563,5.699,6.124,0.5563728559181558
-264.59,-141.035,5.662,6.146,0.5513929966817905
-263.738,-140.511,5.621,6.167,0.5477912165559049
-262.884,-139.99,5.589,6.19,0.5424785227554528
-262.028,-139.474,5.553,6.217,0.5383625953894062
-261.169,-138.961,5.51,6.251,0.5330427255197047
-260.308,-138.453,5.462,6.29,0.5272104555533145
-259.444,-137.95,5.409,6.334,0.5213790841116664
-258.577,-137.452,5.356,6.383,0.5150564109354127
-257.706,-136.959,5.302,6.438,0.5079733948077796
-256.833,-136.473,5.241,6.501,0.5007836169952063
-255.956,-135.993,5.178,6.564,0.49360286781544704
-255.075,-135.519,5.117,6.626,0.4855484429404133
-254.19,-135.052,5.059,6.688,0.4770696217408976
-253.302,-134.593,5.002,6.747,0.46901428377495047
-252.41,-134.141,4.943,6.807,0.45873034867809653
-251.513,-133.698,4.89,6.87,0.44932450618530806
-250.613,-133.264,4.846,6.929,0.43994900541950965
-249.708,-132.838,4.797,6.987,0.4301031494391326
-248.799,-132.421,4.756,7.037,0.4180212838967393
-247.885,-132.015,4.716,7.078,0.4081739065726851
-246.967,-131.618,4.681,7.111,0.39648420720002964
-246.045,-131.232,4.656,7.133,0.38533277364429275
-245.118,-130.856,4.627,7.152,0.37270419473083266
-244.187,-130.492,4.589,7.154,0.3615776804419613
-243.251,-130.138,4.549,7.161,0.34928395557791664
-242.312,-129.796,4.514,7.163,0.33629728283078825
-241.368,-129.466,4.488,7.161,0.3236480853260475
-240.42,-129.148,4.469,7.157,0.3109982806055255
-239.468,-128.842,4.454,7.162,0.2983519160036005
-238.512,-128.548,4.448,7.161,0.28475384018891
-237.552,-128.267,4.454,7.142,0.272392322858114
-236.589,-127.998,4.465,7.128,0.2587993155894119
-235.622,-127.742,4.481,7.108,0.2466776906182124
-234.653,-127.498,4.502,7.095,0.23309467252921676
-233.68,-127.267,4.528,7.071,0.2197535441471228
-232.704,-127.049,4.552,7.031,0.20739326633260663
-231.725,-126.843,4.574,6.994,0.19327551253257755
-230.744,-126.651,4.59,6.971,0.18190963850046402
-229.76,-126.47,4.606,6.95,0.16876470373149183
-228.774,-126.302,4.622,6.922,0.1557693243593077
-227.787,-126.147,4.635,6.906,0.14345226330365812
-226.797,-126.004,4.646,6.895,0.13129674494835822
-225.805,-125.873,4.659,6.878,0.11938917565066604
-224.813,-125.754,4.672,6.875,0.10712600654223374
-223.818,-125.647,4.685,6.873,0.09518884174262567
-222.823,-125.552,4.7,6.882,0.08405424624298206
-221.826,-125.468,4.708,6.907,0.07308923183997867
-220.829,-125.395,4.71,6.932,0.06204451182254134
-219.831,-125.333,4.716,6.951,0.05100677035657994
-218.832,-125.282,4.726,6.964,0.04101802157476317
-217.833,-125.241,4.736,6.972,0.032021083271319244
-216.834,-125.209,4.755,6.969,0.020996913816563784
-215.834,-125.188,4.778,6.954,0.012999267740921533
-214.834,-125.175,4.815,6.94,0.003999978666862142
-213.834,-125.171,4.868,6.91,-0.0029999910000487132
-212.834,-125.174,4.923,6.869,-0.011999424049761736
-211.834,-125.186,4.98,6.819,-0.017998056377812637
-210.834,-125.204,5.042,6.76,-0.024019403772182746
-209.835,-125.228,5.102,6.68,-0.029991004856879035
-208.835,-125.258,5.167,6.596,-0.034020902443075256
-207.836,-125.292,5.237,6.501,-0.038980245025260006
-206.836,-125.331,5.31,6.406,-0.041018021574762004
-205.837,-125.372,5.39,6.327,-0.045014615774528935
-204.838,-125.417,5.469,6.23,-0.045014615774528935
-203.839,-125.462,5.548,6.112,-0.04601354451829176
-202.84,-125.508,5.626,5.988,-0.04601354451830596
-201.841,-125.554,5.716,5.871,-0.045014615774528935
-200.842,-125.599,5.822,5.747,-0.042017298041829805
-199.843,-125.641,5.931,5.614,-0.03801970829950665
-198.844,-125.679,6.038,5.488,-0.03398690774624669
-197.844,-125.713,6.157,5.363,-0.028020692156119142
-196.845,-125.741,6.291,5.238,-0.02199645169704243
-195.845,-125.763,6.425,5.099,-0.012999267740907323
-194.845,-125.776,6.553,4.953,-0.003999978666876353
-193.845,-125.78,6.693,4.803,0.005999928001555388
-192.845,-125.774,6.836,4.64,0.016998362617242035
-191.845,-125.757,6.992,4.497,0.03102107659761271
-190.846,-125.726,7.134,4.356,0.044015597125516594
-189.847,-125.682,7.275,4.213,0.060047963427345044
-188.849,-125.622,7.419,4.072,0.07500930592363189
-187.851,-125.547,7.567,3.933,0.09419280120930903
-186.856,-125.453,7.706,3.814,0.11120928029856046
-185.862,-125.342,7.837,3.708,0.13241933585353532
-184.871,-125.21,7.962,3.609,0.15249736425995747
-183.882,-125.058,8.08,3.531,0.17403440701493803
-182.898,-124.885,8.182,3.458,0.1981795659613008
-181.917,-124.688,8.277,3.395,0.22072923356819787
-180.941,-124.469,8.349,3.338,0.24643356025745297
-179.971,-124.225,8.404,3.278,0.2714288038193676
-179.008,-123.957,8.44,3.224,0.2973959908569308
-178.052,-123.664,8.465,3.18,0.3245959466543863
-177.104,-123.345,8.477,3.145,0.3533855666247523
-176.166,-122.999,8.491,3.126,0.3799494809382615
-175.237,-122.628,8.504,3.111,0.40948915308076234
-174.32,-122.23,8.513,3.106,0.43813837186508814
-173.415,-121.806,8.509,3.116,0.46767083271155563
-172.522,-121.355,8.504,3.125,0.4971920685624924
-171.643,-120.878,8.496,3.141,0.5272104555532879
-170.779,-120.375,8.474,3.167,0.5572217597881121
-169.93,-119.846,8.46,3.2,0.5874476646478238
-169.098,-119.292,8.437,3.221,0.6171125147460835
-168.282,-118.713,8.423,3.24,0.6477036055659454
-167.485,-118.11,8.402,3.249,0.6784868276217947
-166.706,-117.482,8.38,3.246,0.7081921030460964
-165.947,-116.832,8.367,3.246,0.7387559200578849
-165.207,-116.158,8.348,3.241,0.7691221768406291
-164.489,-115.463,8.331,3.254,0.7981273202580412
-163.791,-114.747,8.329,3.264,0.8292173376822325
-163.115,-114.009,8.325,3.275,0.8590237050627209
-162.462,-113.252,8.317,3.284,0.8888680083366333
-161.832,-112.476,8.308,3.294,0.9186971495397903
-161.225,-111.681,8.315,3.314,0.9486876749318384
-160.642,-110.868,8.324,3.325,0.9783530086131894
-160.084,-110.039,8.328,3.333,1.0077469454674044
-159.55,-109.193,8.342,3.342,1.0377536012751991
-159.042,-108.332,8.352,3.349,1.067777846392006
-158.56,-107.456,8.364,3.351,1.0964204749548565
-158.103,-106.566,8.391,3.349,1.1272802259244936
-157.674,-105.663,8.404,3.357,1.1559232591694781
-157.271,-104.748,8.417,3.371,1.1854635531506355
-156.895,-103.821,8.429,3.379,1.2151872384961537
-156.547,-102.884,8.442,3.392,1.2462003801405284
-156.228,-101.936,8.453,3.405,1.274356821541102
-155.936,-100.98,8.468,3.41,1.3047196547028495
-155.673,-100.015,8.487,3.424,1.334551066076449
-155.439,-99.043,8.506,3.433,1.363403060462304
-155.233,-98.064,8.526,3.428,1.3947910270867594
-155.058,-97.08,8.546,3.422,1.4233885183105806
-154.911,-96.09,8.559,3.42,1.4535122973919767
-154.794,-95.097,8.569,3.412,1.4836680739197818
-154.707,-94.101,8.58,3.397,1.5127453911804818
-154.649,-93.103,8.581,3.383,1.5438028849266219
-154.622,-92.103,8.575,3.374,1.5727963241282175
-154.624,-91.103,8.559,3.367,1.603817352679157
-154.657,-90.104,8.536,3.37,1.6328408386174247
-154.719,-89.106,8.513,3.376,1.6629044389064176
-154.811,-88.11,8.488,3.373,1.6930437122629725
-154.933,-87.117,8.473,3.37,1.7224567615523823
-155.084,-86.129,8.466,3.371,1.7527059652953467
-155.265,-85.145,8.465,3.363,1.782518678665473
-155.475,-84.168,8.459,3.36,1.813107682959259
-155.715,-83.197,8.456,3.36,1.8419571724221553
-155.983,-82.233,8.451,3.355,1.8723092902745249
-156.28,-81.278,8.442,3.353,1.90204026687218
-156.605,-80.333,8.434,3.357,1.9314389967507437
-156.958,-79.397,8.425,3.355,1.96151211342386
-157.339,-78.472,8.402,3.341,1.991459675927949
-157.747,-77.56,8.388,3.334,2.020586977451221
-158.182,-76.659,8.372,3.331,2.0501026111224494
-158.643,-75.772,8.357,3.322,2.0805169481261934
-159.131,-74.899,8.353,3.318,2.1105299561167947
-159.645,-74.041,8.348,3.318,2.138829324544443
-160.183,-73.198,8.344,3.324,2.1698910988127738
-160.747,-72.372,8.35,3.327,2.1984892668393674
-161.334,-71.563,8.359,3.323,2.2292963107400294
-161.946,-70.772,8.369,3.327,2.2577222619315034
-162.58,-69.999,8.381,3.318,2.2875569097487407
-163.237,-69.245,8.394,3.312,2.3172898557934105
-163.916,-68.511,8.402,3.311,2.347708130980572
-164.617,-67.798,8.405,3.311,2.3766863210805083
-165.339,-67.105,8.41,3.313,2.4071418655296815
-166.081,-66.435,8.406,3.315,2.4362219315450346
-166.842,-65.787,8.408,3.309,2.46529018858795
-167.622,-65.161,8.41,3.304,2.4958924279897006
-168.421,-64.559,8.409,3.3,2.525295716193727
-169.237,-63.981,8.407,3.297,2.5555317951746646
-170.07,-63.428,8.404,3.303,2.5852197976716162
-170.919,-62.9,8.393,3.308,2.614382198036491
-171.783,-62.397,8.386,3.306,2.644400585027321
-172.662,-61.92,8.378,3.313,2.674814464476249
-173.555,-61.47,8.368,3.315,2.7038784063919423
-174.461,-61.046,8.36,3.309,2.7334187470171014
-175.379,-60.649,8.347,3.291,2.763501281999796
-176.308,-60.28,8.333,3.275,2.7926508266389116
-177.248,-59.938,8.334,3.26,2.8233197962067225
-178.198,-59.625,8.338,3.243,2.8514771114212616
-179.156,-59.339,8.342,3.235,2.8815702334232594
-180.122,-59.082,8.359,3.241,2.9106736700364793
-181.096,-58.853,8.371,3.244,2.9390950971929937
-182.075,-58.652,8.379,3.249,2.9677313904556923
-183.06,-58.479,8.383,3.258,2.996162044787773
-184.05,-58.334,8.386,3.265,3.025302000349799
-185.043,-58.218,8.383,3.265,3.0524719231636577
-186.039,-58.129,8.362,3.276,3.079548141767252
-187.037,-58.067,8.338,3.285,3.105572204160602
-188.036,-58.031,8.307,3.294,3.1325928965779837
-189.036,-58.022,8.269,3.314,-3.124594290972544
-190.036,-58.039,8.233,3.341,-3.10057463201503
-191.035,-58.08,8.188,3.372,-3.076554252504929
-192.033,-58.145,8.134,3.411,-3.0524719231636674
-193.029,-58.234,8.07,3.462,-3.0303833732912397
-194.023,-58.345,8.0,3.517,-3.0091733177362685
-195.014,-58.477,7.921,3.586,-2.9890952893298173
-196.003,-58.629,7.833,3.664,-2.9697017662184106
-196.988,-58.8,7.737,3.746,-2.951453291154721
-197.97,-58.989,7.624,3.832,-2.9351777304765325
-198.949,-59.194,7.504,3.925,-2.919668157632958
-199.924,-59.414,7.38,4.049,-2.905347392871349
-200.896,-59.648,7.245,4.181,-2.892005728152814
-201.865,-59.895,7.102,4.325,-2.8808615368640815
-202.832,-60.153,6.951,4.491,-2.8711278858108407
-203.795,-60.42,6.797,4.665,-2.8619191803644966
-204.756,-60.696,6.638,4.845,-2.8558796213350206
-205.716,-60.978,6.455,5.035,-2.8505189641597486
-206.674,-61.265,6.276,5.22,-2.846110193137044
-207.63,-61.556,6.117,5.418,-2.8444894457722443
-208.587,-61.849,5.954,5.619,-2.842946565798363
-209.542,-62.143,5.78,5.815,-2.845445102782806
-210.499,-62.435,5.596,6.012,-2.8473580884786043
-211.456,-62.725,5.419,6.215,-2.8514771114212616
-212.414,-63.011,5.243,6.405,-2.8577985443814735
-213.374,-63.291,5.066,6.591,-2.8650787069723207
-214.336,-63.564,4.881,6.783,-2.8745516153854274
-215.301,-63.828,4.697,6.989,-2.885694744761189
-216.268,-64.081,4.507,7.191,-2.899281297425445
-217.239,-64.321,4.318,7.397,-2.9126203846907397
-218.213,-64.548,4.127,7.576,-2.9279144441903115
-219.19,-64.76,3.937,7.769,-2.945373563785376
-220.171,-64.955,3.751,7.946,-2.96460242442645
-221.155,-65.131,3.56,8.089,-2.984990776607772
-222.143,-65.287,3.381,8.206,-3.0071908623855825
-223.134,-65.421,3.208,8.322,-3.029389838592544
-224.128,-65.533,3.058,8.418,-3.0534680742491878
-225.124,-65.621,2.936,8.51,-3.0775520885285923
-226.122,-65.685,2.843,8.571,-3.104572537715871
-227.121,-65.722,2.776,8.61,-3.1315929869031227
-228.121,-65.732,2.744,8.621,3.124594290972551
-229.121,-65.715,2.737,8.622,3.0955791090714873
-230.12,-65.669,2.759,8.602,3.0675058345016666
-231.117,-65.595,2.794,8.561,3.0384424673686743
-232.112,-65.492,2.853,8.512,3.0101649391580767
-233.103,-65.361,2.918,8.457,2.9798962064192343
-234.09,-65.2,2.978,8.404,2.951453291154714
-235.072,-65.011,3.048,8.356,2.9228152243142382
-236.048,-64.794,3.118,8.297,2.8929749963366467
-237.017,-64.548,3.197,8.245,2.8660409953618986
-237.979,-64.276,3.293,8.205,2.8372179174256393
-238.934,-63.976,3.385,8.175,2.809402744175804
-239.879,-63.65,3.48,8.142,2.7818856540048422
-240.815,-63.298,3.562,8.104,2.7558837964727054
-241.741,-62.922,3.628,8.107,2.729353846523581
-242.658,-62.521,3.701,8.104,2.7034542817247114
-243.563,-62.097,3.777,8.097,2.6783920718278758
-244.458,-61.65,3.851,8.095,2.6533415091246066
-245.341,-61.181,3.916,8.082,2.6296388756390257
-246.213,-60.691,3.969,8.063,2.6063189054996365
-247.073,-60.181,4.021,8.028,2.581614906291355
-247.92,-59.65,4.069,7.977,2.559137843332896
-248.755,-59.1,4.112,7.908,2.536680101152216
-249.578,-58.531,4.147,7.84,2.515296729664883
-250.388,-57.945,4.175,7.776,2.491690351972089
-251.184,-57.34,4.206,7.724,2.4716923981036465
-251.968,-56.719,4.237,7.689,2.448901719382185
-252.738,-56.08,4.259,7.671,2.4284091213450556
-253.494,-55.426,4.274,7.656,2.4071418655296815
-254.236,-54.756,4.284,7.646,2.386616806846789
-254.964,-54.071,4.286,7.638,2.365381510869915
-255.678,-53.37,4.274,7.633,2.344879555836231
-256.377,-52.655,4.257,7.636,2.3236741346554055
-257.061,-51.925,4.235,7.65,2.3030906727885805
-257.729,-51.182,4.202,7.664,2.2819160889846506
-258.382,-50.424,4.158,7.682,2.26271770903374
-259.02,-49.654,4.106,7.703,2.2406965822810623
-259.641,-48.87,4.051,7.721,2.219297393922129
-260.245,-48.073,3.999,7.736,2.1984892668393674
-260.832,-47.264,3.946,7.749,2.1779207679166337
-261.403,-46.442,3.896,7.764,2.1560234725786915
-261.955,-45.609,3.847,7.786,2.1352249348803922
-262.49,-44.764,3.803,7.807,2.1141312707002515
-263.007,-43.908,3.76,7.817,2.09217541090657
-263.505,-43.041,3.724,7.829,2.0702228441977932
-263.984,-42.163,3.701,7.835,2.048754228998897
-264.444,-41.275,3.689,7.84,2.0272916214598737
-264.885,-40.377,3.682,7.85,2.0053693570664057
-265.306,-39.47,3.68,7.85,1.9838372491937197
-265.707,-38.555,3.685,7.846,1.9624360349442527
-266.089,-37.63,3.694,7.845,1.9403406755320933
-266.45,-36.698,3.71,7.838,1.9197381537457652
-266.792,-35.758,3.729,7.828,1.89760692655677
-267.113,-34.811,3.749,7.816,1.8764243453051392
-267.414,-33.857,3.778,7.8,1.8558312791401583
-267.695,-32.898,3.813,7.778,1.8346818276423096
-267.956,-31.932,3.853,7.756,1.8143190336586112
-268.197,-30.962,3.893,7.728,1.793475656544908
-268.418,-29.986,3.928,7.697,1.773293883191714
-268.619,-29.007,3.965,7.662,1.7548541134712778
-268.802,-28.024,4.006,7.626,1.734465958451504
-268.965,-27.037,4.042,7.594,1.7152379051695463
-269.109,-26.047,4.075,7.574,1.6961437537164925
-269.234,-25.055,4.108,7.559,1.679023687498026
-269.342,-24.061,4.145,7.535,1.6599170572210236
-269.431,-23.065,4.186,7.509,1.6428878256319406
-269.503,-22.068,4.232,7.484,1.6257958577514882
-269.558,-21.069,4.277,7.443,1.6088160350944174
-269.596,-20.07,4.33,7.401,1.592792778491925
-269.618,-19.07,4.386,7.348,1.5767962547964804
-269.624,-18.07,4.447,7.295,1.5607966601081837
-269.614,-17.07,4.509,7.253,1.546776923022714
-269.59,-16.071,4.565,7.212,1.530817639671643
-269.55,-15.071,4.619,7.189,1.5177399546749946
-269.497,-14.073,4.67,7.166,1.5037626446647163
-269.43,-13.075,4.724,7.145,1.4897306419467753
-269.349,-12.078,4.778,7.122,1.4775997536055427
-269.256,-11.083,4.829,7.091,1.4646639616174624
-269.15,-10.088,4.873,7.056,1.451526244393708
-269.031,-9.095,4.912,7.016,1.4403604938208077
-268.901,-8.104,4.956,6.972,1.4293235403027196
-268.76,-7.114,5.001,6.932,1.4171584055658302
-268.607,-6.126,5.039,6.902,1.4071266951382326
-268.444,-5.139,5.072,6.874,1.3959503859687148
-268.27,-4.154,5.101,6.85,1.385755502096701
-268.086,-3.171,5.117,6.827,1.375558049340727
-267.892,-2.19,5.131,6.803,1.3663392915380592
-267.689,-1.211,5.148,6.781,1.3561408098545744
-267.476,-0.234,5.159,6.761,1.3478960944665173
-267.255,0.741,5.163,6.746,1.3386747911708357
-267.025,1.714,5.166,6.725,1.3294557751938052
-266.786,2.685,5.173,6.698,1.3212094013578983
-266.539,3.654,5.184,6.673,1.3129636542130358
-266.284,4.621,5.195,6.659,1.304719654702876
-266.021,5.586,5.206,6.643,1.2974410032714239
-265.751,6.549,5.217,6.622,1.289201334393396
-265.473,7.51,5.231,6.603,1.2816394803459368
-265.188,8.468,5.241,6.595,1.2743568215411283
-264.896,9.424,5.253,6.591,1.2673749458037094
-264.597,10.379,5.266,6.58,1.2597980461893716
-264.291,11.331,5.273,6.569,1.2534733209492697
-263.979,12.281,5.28,6.559,1.2471482414688733
-263.661,13.229,5.293,6.551,1.2398775183844843
-263.336,14.175,5.305,6.547,1.2332243078566643
-263.005,15.118,5.315,6.546,1.228175937603283
-262.669,16.06,5.325,6.547,1.2218544998440293
-262.327,17.0,5.334,6.536,1.2151872384961548
-261.979,17.937,5.34,6.519,1.210153656839052
-261.626,18.873,5.351,6.503,1.2047709277287437
-261.268,19.807,5.369,6.491,1.2003193310709406
-260.906,20.739,5.386,6.478,1.1940032634729658
-260.538,21.669,5.404,6.449,1.1904757542139894
-260.167,22.597,5.422,6.409,1.1845375544202417
-259.79,23.524,5.443,6.373,1.1810051654290978
-259.41,24.449,5.47,6.343,1.1765438343129615
-259.026,25.372,5.494,6.305,1.1724678487334226
-258.638,26.294,5.516,6.261,1.1689256793544738
-258.247,27.214,5.54,6.225,1.165773220746939
-257.853,28.133,5.564,6.187,1.161307173714108
-257.455,29.05,5.591,6.145,1.1585575197286817
-257.054,29.967,5.616,6.103,1.1559232591695343
-256.651,30.882,5.636,6.059,1.15277504289815
-256.245,31.796,5.653,6.023,1.1505413369953836
-255.837,32.709,5.673,5.994,1.1483071977274
-255.427,33.621,5.701,5.974,1.14607264727716
-255.015,34.532,5.725,5.961,1.1438377078523212
-254.601,35.442,5.743,5.946,1.1420182993488817
-254.185,36.352,5.762,5.932,1.1402758689890913
-253.768,37.26,5.782,5.928,1.138877002793904
-253.349,38.169,5.801,5.931,1.1380390231015949
-252.93,39.076,5.816,5.936,1.1362232965233585
-252.509,39.983,5.83,5.933,1.1353165787611665
-252.087,40.89,5.84,5.924,1.1339879090533038
-251.664,41.796,5.846,5.927,1.1330820795970622
-251.24,42.702,5.855,5.928,1.1330820795970364
-250.816,43.608,5.866,5.92,1.1317522532584647
-250.391,44.513,5.876,5.915,1.1317522532584905
-249.966,45.418,5.881,5.916,1.130847321375387
-249.54,46.323,5.885,5.92,1.1304211492276535
-249.114,47.227,5.889,5.92,1.1299431597798224
-248.687,48.132,5.896,5.918,1.1295163514426694
-248.26,49.036,5.906,5.916,1.129516351442692
-247.833,49.94,5.914,5.917,1.1295163514426951
-247.406,50.844,5.92,5.92,1.128612326376254
-246.978,51.748,5.927,5.925,1.1286123263762569
-246.55,52.652,5.935,5.934,1.1295163514426663
-246.123,53.556,5.941,5.942,1.1286123263762569
-245.695,54.46,5.947,5.942,1.128612326376254
-245.267,55.364,5.953,5.936,1.1281841105816581
-244.839,56.267,5.953,5.932,1.128612326376254
-244.411,57.171,5.952,5.931,1.127709074514641
-243.982,58.075,5.951,5.932,1.128184110581655
-243.554,58.978,5.947,5.93,1.128612326376254
-243.126,59.882,5.939,5.923,1.1286123263762569
-242.698,60.786,5.932,5.922,1.1272802259244905
-242.269,61.689,5.924,5.922,1.1286123263762569
-241.841,62.593,5.912,5.918,1.1272802259244905
-241.412,63.496,5.902,5.913,1.1286123263762569
-240.984,64.4,5.892,5.91,1.1272802259244876
-240.555,65.303,5.883,5.907,1.127709074514638
-240.126,66.207,5.878,5.907,1.1272802259244936
-239.697,67.11,5.874,5.91,1.1272802259244936
-239.268,68.013,5.871,5.912,1.127709074514638
-238.839,68.917,5.868,5.913,1.1272802259244876
-238.41,69.82,5.865,5.911,1.1272802259244936
-237.981,70.723,5.864,5.912,1.1272802259244936
-237.552,71.626,5.866,5.917,1.1263771168938137
-237.122,72.529,5.869,5.92,1.127709074514644
-236.693,73.433,5.873,5.922,1.126377116893788
-236.263,74.336,5.876,5.927,1.1272802259244936
-235.834,75.239,5.88,5.932,1.126377116893788
-235.404,76.142,5.886,5.934,1.125946861348532
-234.974,77.044,5.895,5.933,1.1263771168938197
-234.544,77.947,5.904,5.934,1.126377116893788
-234.114,78.85,5.912,5.939,1.126377116893794
-233.684,79.753,5.923,5.947,1.125946861348532
-233.254,80.655,5.935,5.95,1.1254747839629269
-232.823,81.558,5.946,5.946,1.126377116893788
-232.393,82.461,5.958,5.946,1.1250438990358482
-231.962,83.363,5.967,5.948,1.1263771168938197
-231.532,84.266,5.972,5.949,1.1250438990358482
-231.101,85.168,5.974,5.951,1.1254747839628951
-230.67,86.071,5.971,5.951,1.1250438990358738
-230.239,86.973,5.973,5.954,1.124141715235072
-229.807,87.875,5.974,5.958,1.1250438990358738
-229.376,88.777,5.968,5.962,1.124141715235072
-228.944,89.679,5.962,5.966,1.1241417152350974
-228.512,90.581,5.952,5.971,1.123240310406581
-228.079,91.483,5.945,5.977,1.1228073931208054
-227.646,92.384,5.945,5.981,1.1228073931208309
-227.213,93.285,5.939,5.978,1.1210056761385527
-226.778,94.186,5.934,5.974,1.1205707305341759
-226.343,95.086,5.922,5.976,1.1196704246733757
-225.907,95.986,5.912,5.978,1.118770903461366
-225.47,96.886,5.905,5.971,1.1169962060930672
-225.032,97.784,5.894,5.97,1.1143010321298938
-224.591,98.682,5.878,5.978,1.1129626057759219
-224.149,99.579,5.858,5.986,1.1107265200592413
-223.705,100.475,5.835,6.001,1.1084903985632542
-223.259,101.37,5.81,6.02,1.1040181376813651
-222.809,102.263,5.783,6.038,1.101782043019946
-222.357,103.155,5.753,6.059,1.0973100370555489
-221.901,104.045,5.713,6.084,1.091950960852146
-221.44,104.933,5.669,6.114,1.0870172096636808
-220.975,105.818,5.623,6.15,1.0811921494376149
-220.505,106.7,5.574,6.192,1.0736042582324044
-220.028,107.579,5.52,6.242,1.0669020060189487
-219.545,108.455,5.461,6.301,1.0583523586896126
-219.055,109.326,5.396,6.367,1.0485504084657096
-218.556,110.193,5.318,6.441,1.0382614762942695
-218.048,111.055,5.233,6.534,1.0269439529513964
-217.531,111.91,5.147,6.641,1.0135745670067922
-217.002,112.759,5.047,6.761,1.0005400574962051
-216.462,113.601,4.939,6.911,0.9847354683797738
-215.909,114.434,4.815,7.078,0.9667063456120908
-215.341,115.257,4.678,7.265,0.9500821568306298
-214.759,116.071,4.533,7.47,0.9294960948001808
-214.161,116.872,4.372,7.703,0.9072978840284488
-213.545,117.66,4.193,7.952,0.8846442807025097
-212.912,118.433,3.993,8.216,0.8589197952568185
-212.258,119.191,3.779,8.48,0.8321063762589865
-211.585,119.93,3.562,8.728,0.8023696596508032
-210.89,120.649,3.35,8.955,0.7712548349505359
-210.173,121.346,3.127,9.17,0.7380168086046093
-209.433,122.019,2.906,9.356,0.7025506172568016
-208.67,122.665,2.702,9.535,0.6649021218055126
-207.883,123.282,2.509,9.697,0.6248995338430481
-207.072,123.867,2.326,9.838,0.583840585404414
-206.238,124.418,2.176,9.942,0.539733629321886
-205.38,124.932,2.071,9.995,0.4949572845876838
-204.5,125.407,2.01,10.023,0.4466546115598181
-203.598,125.839,1.99,10.033,0.39871659214749955
-202.677,126.227,1.982,10.016,0.34894182695088183
-201.737,126.569,1.991,9.992,0.29643950525379864
-200.781,126.861,2.013,9.998,0.24522096988247488
-199.81,127.104,2.04,10.027,0.19229356330296918
-198.829,127.295,2.055,10.077,0.13949219292250398
-197.839,127.434,2.071,10.115,0.08604578803572202
